"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
PREV. DAY (PAST):,,11.09.2025 (8:30 - 14:00),,,NEXT DAY:,,12.09.2025 (8:30 - 14:00)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?"
52,3261,Не зайшов,,,52,,3288,Обіцяв бути,---,,44
53,3266,Не зайшов,,,53,,3298,Обіцяв бути,---,,45
54,3267,Не зайшов,,,54,,3303,Обіцяв бути,---,,46
55,3270,Не зайшов,,,55,,3307,Обіцяв бути,---,,47
56,3271,Не зайшов,,,56,,3310,Обіцяв бути,---,,48
57,3272,Не зайшов,,,57,,3314,Обіцяв бути,---,,49
58,3273,Не зайшов,,,58,,3325,Обіцяв бути,---,,50
59,3274,Не зайшов,,,59,,3326,Обіцяв бути,---,,51
60,3275,Не зайшов,,,60,,3328,Обіцяв бути,---,,52
61,3279,Не зайшов,,,61,,3329,Обіцяв бути,---,,53
62,3287,Не зайшов,,,62,,3334,Обіцяв бути,---,,54
63,3288,Не зайшов,,,63,,3341,Обіцяв бути,---,,55
64,3298,Не зайшов,,,64,,3342,Обіцяв бути,---,,56
65,3303,Не зайшов,,,65,,3345,Обіцяв бути,---,,57
66,3307,Не зайшов,,,66,,3346,Обіцяв бути,---,,58
67,3308,Відклав візит,,,67,,3357,Обіцяв бути,---,,#N/A
68,3310,Не зайшов,,,68,,3375,Обіцяв бути,---,,59
69,3314,Не зайшов,,,69,,3383,Обіцяв бути,---,,60
70,3324,Відклав візит,,,70,,3384,Обіцяв бути,---,,#N/A
71,3326,Не зайшов,,,71,,3387,Обіцяв бути,---,,62
72,3328,Не зайшов,,,72,,3395,Обіцяв бути,---,,63
73,3329,Не зайшов,,,73,,3397,Обіцяв бути,---,,64,#N/A
74,3334,Не зайшов,,,74,,3399,Обіцяв бути,---,,65
75,3341,Не зайшов,,,75,,3426,Обіцяв бути,---,,66
76,3342,Не зайшов,,,76,,3429,Обіцяв бути,---,,67
77,3345,Не зайшов,,,77,,3431,Обіцяв бути,---,,68
78,3346,Не зайшов,,,78,,3447,Обіцяв бути,---,,69
79,3357,Не зайшов,,,79,,3457,Обіцяв бути,---,,70
80,3375,Не зайшов,,,80,,3459,Обіцяв бути,---,,71
81,3383,Не зайшов,,,81,,3461,Обіцяв бути,---,,72
82,3384,Не зайшов,,,82,,3463,Обіцяв бути,---,,73,#N/A
83,3387,Не зайшов,,,83,,3483,Обіцяв бути,---,,74
84,3395,Не зайшов,,,84,,3485,Обіцяв бути,---,,75
85,3397,Не зайшов,,,85,,3495,Обіцяв бути,---,,76
86,3399,Не зайшов,,,86,,3498,Обіцяв бути,---,,77
87,3426,Не зайшов,,,87,,3500,Обіцяв бути,---,,78
88,3429,Не зайшов,,,88,,3501,Обіцяв бути,---,,79
89,3430,Відклав візит,,,89,,3504,Обіцяв бути,---,,#N/A
90,3431,Не зайшов,,,90,,3509,Обіцяв бути,---,,80
91,3447,Не зайшов,,,91,,3515,Обіцяв бути,---,,81
92,3448,Відклав візит,,,92,,3522,Обіцяв бути,---,,#N/A
93,3457,Не зайшов,,,93,,3537,Обіцяв бути,---,,82
94,3459,Не зайшов,,,94,"ваш номер 3561, замість 3562",3561,Обіцяв бути,---,,83
95,3461,Не зайшов,,,95,,3604,Обіцяв бути,---,,84
96,3463,Не зайшов,,,96,,3656,Обіцяв бути,---,,85,#N/A
97,3483,Не зайшов,,,97,,3672,Обіцяв бути,---,,86
98,3495,Не зайшов,,,98,,,,,,88
99,3498,Не зайшов,,,99,,,,,,89
100,3500,Не зайшов,,,100,,,,,,90
101,3501,Не зайшов,,,101,,,,,,91
102,3504,Не зайшов,,,102,,,,,,92
103,3515,Не зайшов,,,103,,,,,,94
104,3522,Не зайшов,,,104,,,,,,95
105,3537,Не зайшов,,,105,,,,,,96
106,3561,Не зайшов,"ваш номер 3561, замість 3562",,106,,,,,,97
107,3604,Не зайшов,,,107,,,,,,98
108,3645,Відклав візит,,,108,,,,,,#N/A
109,3649,Відклав візит,,,109,,,,,,#N/A
110,3656,Відклав візит,,,110,,,,,,99
111,,,,,111,,,,,,#N/A
112,,,,,112,,,,,,#N/A
113,,,,,113,,,,,,#N/A
114,,,,,114,,,,,,#N/A
115,,,,,115,,,,,,#N/A
116,,,,,116,,,,,,#N/A
117,,,,,117,,,,,,#N/A
118,,,,,118,,,,,,#N/A
119,,,,,119,,,,,,#N/A
120,,,,,120,,,,,,#N/A
121,,,,,121,,,,,,#N/A
122,,,,,122,,,,,,#N/A
123,,,,,123
124,,,,,124
125,,,,,125
126,,,,,126
127,,,,,127
128,,,,,128
129,,,,,129
130,,,,,130
131,,,,,131
132,,,,,132
133,,,,,133
134,,,,,134
135,,,,,135
136,,,,,136
137,,,,,137
138,,,,,138
139,,,,,139
140,,,,,140
141,,,,,141
142,,,,,142
143,,,,,143
144,,,,,144
145,,,,,145
146,,,,,146
147,,,,,147
